id|score|comment|bookId
582|3|convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus|954
583|1|risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante|306
584|1|amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas|665
585|1|amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at|338
586|1|nulla justo aliquam quis turpis eget elit sodales scelerisque mauris|254
587|4|rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus|333
588|5|vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula|583
589|3|habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel|467
590|4|orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse|506
591|4|lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis|843
592|2|lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis|60
593|4|at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam|865
594|2|vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus|947
595|2|cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien|516
596|1|congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien|785
597|4|velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla|356
598|3|vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id|967
599|1|amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras|505
600|5|elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis|522
601|5|lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in|916
602|4|vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus|232
603|3|curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu|181
604|2|fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio|386
605|2|in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia|193
606|2|semper sapien a libero nam dui proin leo odio porttitor id consequat|87
607|4|erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae|546
608|5|dapibus augue vel accumsan tellus nisi eu orci mauris lacinia|546
609|3|adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci|462
610|2|justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed|511
611|3|dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec|743
612|5|amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in|93
613|5|neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros|738
614|3|blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac|606
615|3|ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non|218
616|5|est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce|53
617|5|donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices|670
618|4|vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer|952
619|4|turpis donec posuere metus vitae ipsum aliquam non mauris morbi non|158
620|1|lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in|496
621|4|ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et|40
622|1|luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus|766
623|1|mi in porttitor pede justo eu massa donec dapibus duis|901
624|4|mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac|584
625|5|at dolor quis odio consequat varius integer ac leo pellentesque|617
626|2|pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla|626
627|2|sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet|587
628|1|libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus|601
629|2|mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel|644
630|3|erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec|825
631|2|donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla|855
632|4|tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium|56
633|4|morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede|225
634|1|enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu|982
635|3|at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel|514
636|3|consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis|217
637|3|diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis|135
638|1|metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum|340
639|3|odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui|587
640|3|nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non|219
641|5|donec dapibus duis at velit eu est congue elementum in hac habitasse|998
642|1|ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit|453
643|1|sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec|310
644|5|dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis|619
645|1|diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed|529
646|2|nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor|854
647|2|vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat|265
648|3|et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida|68
649|4|congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam|596
650|2|convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est|705
651|1|semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam|334
652|2|euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam|403
653|3|ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra|756
654|1|erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede|674
655|1|elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla|809
656|4|aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi|375
657|2|duis bibendum morbi non quam nec dui luctus rutrum nulla|563
658|1|sapien sapien non mi integer ac neque duis bibendum morbi non|91
659|4|dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae|136
660|5|in libero ut massa volutpat convallis morbi odio odio elementum eu interdum|699
661|2|nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam|695
662|5|ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus|218
663|3|augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in|59
664|5|lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem|268
665|5|curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis|244
666|5|aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia|914
667|3|nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat|267
668|5|justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas|38
669|4|ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede|131
670|3|quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis|329
671|2|non mi integer ac neque duis bibendum morbi non quam nec dui luctus|337
672|2|diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et|196
673|3|adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante|728
674|4|interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat|456
675|4|duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit|602
676|3|quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet|120
677|5|montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent|923
678|2|sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede|457
679|5|aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem|44
680|1|duis at velit eu est congue elementum in hac habitasse platea dictumst|139
681|3|in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu|690
682|2|orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo|777
683|4|turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede|118
684|2|in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla|275
685|1|magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia|392
686|4|vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan|614
687|3|vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et|183
688|3|vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla|85
689|5|sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin|476
690|5|at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue|328
691|3|ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor|743
692|3|platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida|569
693|3|nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a|338
694|1|adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque|841
695|4|tempus semper est quam pharetra magna ac consequat metus sapien ut|598
696|1|quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non|744
697|2|eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum|530
698|5|ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam|561
699|1|sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla|817
700|5|mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst|983
701|5|in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti|187
702|4|suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque|720
703|5|rutrum at lorem integer tincidunt ante vel ipsum praesent blandit|19
704|4|vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus|280
705|3|lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh|906
706|4|sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo|221
707|3|nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at|231
708|4|justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet|409
709|5|ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus|395
710|2|in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh|201
711|4|ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti|402
712|2|sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus|355
713|3|erat curabitur gravida nisi at nibh in hac habitasse platea|6
714|5|aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie|566
715|1|suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus|48
716|2|amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo|873
717|3|lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin|20
718|4|purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst|27
719|3|sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla|827
720|2|mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta|225
721|4|sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in|736
722|5|rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede|108
723|1|ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at|613
724|2|volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea|730
725|1|in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit|627
726|1|a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien|361
727|2|nec sem duis aliquam convallis nunc proin at turpis a pede posuere|25
728|1|vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse|171
729|4|sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo|600
730|5|mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet|316
731|5|ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum|281
732|5|eget semper rutrum nulla nunc purus phasellus in felis donec|116
733|5|consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum|971
734|3|nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat|908
735|4|id nisl venenatis lacinia aenean sit amet justo morbi ut odio|260
736|4|aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi|290
737|3|id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed|755
738|4|sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean|859
739|4|ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum|211
740|1|sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus|926
741|3|lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit|65
742|4|sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis|49
743|4|lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend|341
744|2|ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor|754
745|5|pede lobortis ligula sit amet eleifend pede libero quis orci nullam|825
746|1|eleifend luctus ultricies eu nibh quisque id justo sit amet sapien|531
747|2|congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec|442
748|3|condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique|112
749|1|ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum|521
750|2|nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et|262
751|5|lectus in est risus auctor sed tristique in tempus sit amet|307
752|4|felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc|705
753|4|aliquam non mauris morbi non lectus aliquam sit amet diam in|466
754|1|justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus|558
755|3|vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt|597
756|2|ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non|374
757|5|aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo|487
758|2|libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo|412
759|2|convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit|166
760|1|sapien a libero nam dui proin leo odio porttitor id consequat|622
761|3|magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus|66
762|4|nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget|178
763|1|posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna|938
764|1|justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing|733
765|1|duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi|237
766|3|leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus|737
767|2|quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu|689
768|1|magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque|174
769|2|pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue|747
770|5|sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros|748
771|4|quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis|225
772|2|orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat|308
773|4|tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa|542
774|1|orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit|257
775|2|pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis|227
776|2|congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in|368
777|1|et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat|500
778|3|aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor|997
779|5|quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis|99
780|2|nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh|909
781|4|ligula in lacus curabitur at ipsum ac tellus semper interdum mauris|90
782|5|libero ut massa volutpat convallis morbi odio odio elementum eu|147
783|3|vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus|361
784|5|nam congue risus semper porta volutpat quam pede lobortis ligula|770
785|4|nisi eu orci mauris lacinia sapien quis libero nullam sit amet|577
786|1|imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing|623
787|5|non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu|757
788|2|maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque|982
789|4|vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper|978
790|1|fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl|919
791|1|aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate|494
792|3|faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam|736
793|4|eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at|706
794|5|in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet|21
795|1|ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a|473
796|5|tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi|70
797|3|morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed|183
798|1|ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi|777
799|3|venenatis lacinia aenean sit amet justo morbi ut odio cras|958
800|3|ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae|994
801|5|ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean|881
802|1|rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta|512
803|3|porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat|729
804|1|phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in|966
805|5|tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis|913
806|1|vel est donec odio justo sollicitudin ut suscipit a feugiat et|149
807|3|in purus eu magna vulputate luctus cum sociis natoque penatibus et|931
808|3|cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus|879
809|3|ante vivamus tortor duis mattis egestas metus aenean fermentum donec|392
810|4|amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci|454
811|1|justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor|265
812|4|dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis|711
813|3|amet justo morbi ut odio cras mi pede malesuada in|313
814|2|aliquam convallis nunc proin at turpis a pede posuere nonummy integer|506
815|3|a pede posuere nonummy integer non velit donec diam neque vestibulum eget|697
816|3|elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc|400
817|1|primis in faucibus orci luctus et ultrices posuere cubilia curae donec|401
818|5|eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus|117
819|3|felis donec semper sapien a libero nam dui proin leo|242
820|1|justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices|251
821|3|congue elementum in hac habitasse platea dictumst morbi vestibulum velit|555
822|5|libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas|450
823|5|morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl|347
824|4|in magna bibendum imperdiet nullam orci pede venenatis non sodales|579
825|5|id lobortis convallis tortor risus dapibus augue vel accumsan tellus|667
826|3|blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus|147
827|4|phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl|522
828|5|ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam|51
829|3|ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque|102
830|2|in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio|353
831|1|nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque|523
832|1|nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus|436
833|1|vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum|760
834|3|quis tortor id nulla ultrices aliquet maecenas leo odio condimentum|107
835|5|posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices|663
836|4|pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum|742
837|5|morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel|40
838|3|curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu|747
839|2|vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia|213
840|2|nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo|482
841|4|id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et|989
842|5|volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus|975
843|3|sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus|360
844|3|in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo|904
845|1|molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue|523
846|1|volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut|337
847|1|massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis|423
848|4|nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros|47
849|2|nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque|984
850|2|tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien|492
851|4|sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra|116
852|2|risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum|196
853|5|proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis|319
854|5|elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis|309
855|3|lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus|773
856|4|varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus|529
857|4|ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium|817
858|4|ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna|45
859|3|ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh|719
860|2|odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem|205
861|3|phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus|450
862|5|aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit|515
863|2|eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat|249
864|1|nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo|677
865|5|donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla|640
866|5|duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus|785
867|5|est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus|224
868|4|integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper|403
869|1|ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis|919
870|2|neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac|850
